,importance,name,cumsum
184,0.001746167949119162,"sensor1__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.6532565004751607
185,0.0017312304939092766,"sensor0__fft_coefficient__attr_""abs""__coeff_1",0.65498773096907
186,0.0017246174237168193,sensor0__maximum,0.6567123483927868
187,0.001721448804687356,sensor2__energy_ratio_by_chunks__num_segments_10__segment_focus_8,0.6584337971974742
188,0.0017191409969560339,sensor1__c3__lag_3,0.6601529381944302
189,0.0016902404677265545,sensor0__index_mass_quantile__q_0.9,0.6618431786621568
190,0.0016889423048274278,"sensor1__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",0.6635321209669842
191,0.0016766390091792769,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",0.6652087599761635
192,0.0016576757889222213,"sensor1__linear_trend__attr_""intercept""",0.6668664357650856
193,0.0016089326315624197,"sensor1__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",0.668475368396648
194,0.0015874580335404642,sensor1__autocorrelation__lag_7,0.6700628264301884
195,0.001587104644976079,"sensor3__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",0.6716499310751646
196,0.0015857950898204784,sensor0__energy_ratio_by_chunks__num_segments_10__segment_focus_2,0.6732357261649851
197,0.0015803369503199739,sensor2__friedrich_coefficients__coeff_2__m_3__r_30,0.6748160631153051
198,0.0015760413730116984,"sensor1__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.6763921044883168
199,0.0015731730963477104,"sensor2__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",0.6779652775846645
200,0.0015721552724929635,"sensor0__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",0.6795374328571575
201,0.0015688716865867086,"sensor3__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.6811063045437442
202,0.0015645283732911165,"sensor2__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.6826708329170353
203,0.001552557686867413,"sensor2__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.6842233906039028
204,0.0015409232548282475,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",0.685764313858731
205,0.001538986625825072,sensor1__spkt_welch_density__coeff_2,0.6873033004845561
206,0.0015216050118095023,"sensor0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.6888249054963657
207,0.0015199233857286678,sensor3__quantile__q_0.9,0.6903448288820944
208,0.00151273209744,"sensor0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.6918575609795343
209,0.0015101887634173168,"sensor3__fft_coefficient__attr_""imag""__coeff_2",0.6933677497429517
210,0.001508158557851257,sensor2__variance,0.6948759083008029
211,0.0015004657434336205,"sensor0__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",0.6963763740442366
212,0.0014881898754723472,sensor2__index_mass_quantile__q_0.7,0.697864563919709
213,0.001481227695623734,sensor1__last_location_of_maximum,0.6993457916153327
214,0.0014677458565476981,"sensor0__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",0.7008135374718805
215,0.001467322907297359,sensor3__mean_abs_change,0.7022808603791778
216,0.001462274125581991,"sensor2__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.7037431345047598
217,0.001459844598221349,"sensor1__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.7052029791029811
218,0.0014598364946793205,"sensor0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",0.7066628155976604
219,0.0014597593971964326,"sensor0__linear_trend__attr_""stderr""",0.7081225749948569
220,0.0014572569228595194,"sensor2__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.7095798319177163
221,0.0014488153001624706,sensor3__sum_values,0.7110286472178788
222,0.0014463456331740147,"sensor0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",0.7124749928510529
223,0.0014345677084625658,sensor0__absolute_sum_of_changes,0.7139095605595155
224,0.0014165022039908048,"sensor1__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",0.7153260627635063
225,0.0014086778034164455,"sensor3__fft_coefficient__attr_""real""__coeff_0",0.7167347405669228
226,0.0014074048418384172,"sensor2__fft_coefficient__attr_""abs""__coeff_4",0.7181421454087612
227,0.0013980717801579002,sensor3__abs_energy,0.7195402171889191
228,0.001392805827647945,"sensor3__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",0.720933023016567
229,0.0013865879378229873,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",0.72231961095439
230,0.0013715560741441846,"sensor2__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.7236911670285342
231,0.001369878631134295,"sensor1__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",0.7250610456596684
232,0.0013595175082704622,"sensor3__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",0.7264205631679389
233,0.0013525256040520805,"sensor3__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",0.727773088771991
234,0.001349134647688632,"sensor3__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",0.7291222234196796
235,0.0013200575420903226,"sensor3__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.7304422809617699
236,0.0013190203337949034,"sensor3__linear_trend__attr_""slope""",0.7317613012955648
237,0.0013144141279701194,"sensor3__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",0.7330757154235349
238,0.0013105426617941156,"sensor0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.734386258085329
239,0.0013061858357283846,"sensor3__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",0.7356924439210574
240,0.0012960017969049426,"sensor3__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",0.7369884457179623
241,0.001292069549231071,"sensor3__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",0.7382805152671934
242,0.0012793846790594646,"sensor3__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.7395598999462528
243,0.0012782261251892393,"sensor0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.7408381260714421
